Category,Grade,Question,,,
Other,9,"If you wanted to take a career/personality assessment, which tab would you navigate to? ",,,
Other,9,"Go to the Careers tab, click Explore Careers, and search for two careers. What two careers did you search?",,,
Other,9,Select one of the two careers you looked at in Question 8. Which career did you select and what is the median wage in California for this career?,,,
Other,9,"What are the top two Knowledge 
Areas necessary for this career.  (Hint look under Skills and Experience)",,,
Other,9,What are the top two Tasks that will performed for this career?,,,
Other,9,"Click on the Colleges tab, click College Home on the left side, then type a name of a college you wish to learn more about. Which college did you search?",,,
Other,9,What is the graduation rate of the college you selected in Question 12?,,,
Other,9,What is the college's job placement rate? ,,,
Other,9,What is one student organization offered at this college that interests you?,,,
Other,9,What is the average student loan amount at this college?,,,
Other,9,What is the acceptance rate at this college?,,,
Other,9,Is there anything you would like to share about your discoveries while completing this scavenger hunt?,,,
Other,10, You will see a dashboard on the top of your Homepage with various tabs available to you. Which is not a tab?,,,
Other,10,Under which tab do you find your Account information?,,,
Other,10,Under which section can you set goals in Naviance Student?,,,
Other,10,Choose at least TWO (2) places can find tasks that have been assigned to you.,,,
Other,10,"Go to the Careers tab at the top of the page, click Explore Clusters and Pathways, select ONE Career Cluster of interest to you and click Read Details. Looking at a Career Cluster Profile, you can see all of the following information for this Cluster EXCEPT:",,,
Other,10,"From the Homepage, under which tab can you find the Resume Builder Tool?",,,
Other,10,"If you wanted to take a career/personality assessment, which tab would you navigate to? ",,,
Other,10,"Go to the Careers tab, click Explore Careers, and search for two careers. What two careers did you search?",,,
Other,10,Select one of the two careers you looked at in Question 8. Which career did you select and what is the median wage in California for this career?,,,
Other,10,"What are the top two Knowledge 
Areas necessary for this career.  (Hint look under Skills and Experience)",,,
Other,10,What are the top two Tasks that will performed for this career?,,,
Other,10,"Click on the Colleges tab, click College Home on the left side, then type a name of a college you wish to learn more about. Which college did you search?",,,
Other,10,What is the graduation rate of the college you selected in Question 12?,,,
Other,10,What is the college's job placement rate? ,,,
Other,10,What is one student organization offered at this college that interests you?,,,
Other,10,What is the average student loan amount at this college?,,,
Other,10,What is the acceptance rate at this college?,,,
Other,10,Is there anything you would like to share about your discoveries while completing this scavenger hunt?,,,
Other,11, You will see a dashboard on the top of your Homepage with various tabs available to you. Which is not a tab?,,,
Other,11,Under which tab do you find your Account information?,,,
Other,11,Under which section can you set goals in Naviance Student?,,,
Other,11,Choose at least TWO (2) places can find tasks that have been assigned to you.,,,
Other,11,"Go to the Careers tab at the top of the page, click Explore Clusters and Pathways, select ONE Career Cluster of interest to you and click Read Details. Looking at a Career Cluster Profile, you can see all of the following information for this Cluster EXCEPT:",,,
Other,11,"From the Homepage, under which tab can you find the Resume Builder Tool?",,,
Other,11,"If you wanted to take a career/personality assessment, which tab would you navigate to? ",,,
Other,11,"Go to the Careers tab, click Explore Careers, and search for two careers. What two careers did you search?",,,
Other,11,Select one of the two careers you looked at in Question 8. Which career did you select and what is the median wage in California for this career?,,,
Other,11,"What are the top two Knowledge 
Areas necessary for this career.  (Hint look under Skills and Experience)",,,
Other,11,What are the top two Tasks that will performed for this career?,,,
Other,11,"Click on the Colleges tab, click College Home on the left side, then type a name of a college you wish to learn more about. Which college did you search?",,,
Other,11,What is the graduation rate of the college you selected in Question 12?,,,
Other,11,What is the college's job placement rate? ,,,
Other,11,What is one student organization offered at this college that interests you?,,,
Other,11,What is the average student loan amount at this college?,,,
Other,11,What is the acceptance rate at this college?,,,
Other,11,Is there anything you would like to share about your discoveries while completing this scavenger hunt?,,,
Other,12, You will see a dashboard on the top of your Homepage with various tabs available to you. Which is not a tab?,,,
Other,12,Under which tab do you find your Account information?,,,
Other,12,Under which section can you set goals in Naviance Student?,,,
Other,12,Choose at least TWO (2) places can find tasks that have been assigned to you.,,,
Other,12,"Go to the Careers tab at the top of the page, click Explore Clusters and Pathways, select ONE Career Cluster of interest to you and click Read Details. Looking at a Career Cluster Profile, you can see all of the following information for this Cluster EXCEPT:",,,
Other,12,"From the Homepage, under which tab can you find the Resume Builder Tool?",,,
Other,12,"If you wanted to take a career/personality assessment, which tab would you navigate to? ",,,
Other,12,"Go to the Careers tab, click Explore Careers, and search for two careers. What two careers did you search?",,,
Other,12,Select one of the two careers you looked at in Question 8. Which career did you select and what is the median wage in California for this career?,,,
Other,12,"What are the top two Knowledge 
Areas necessary for this career.  (Hint look under Skills and Experience)",,,
Other,12,What are the top two Tasks that will performed for this career?,,,
Other,12,"Click on the Colleges tab, click College Home on the left side, then type a name of a college you wish to learn more about. Which college did you search?",,,
Other,12,What is the graduation rate of the college you selected in Question 12?,,,
Other,12,What is the college's job placement rate? ,,,
Other,12,What is one student organization offered at this college that interests you?,,,
Other,12,What is the average student loan amount at this college?,,,
Other,12,What is the acceptance rate at this college?,,,
Other,12,Is there anything you would like to share about your discoveries while completing this scavenger hunt?,,,
Careers,7,Which Road Trip Nation interview did you choose? What was the person’s name?,,,
Careers,7,Why did you choose this interview?,,,
Careers,7,Identify at least one thing you learned from this leader’s educational or career path.,,,
Careers,7,What inspired you about the video after watching it?,,,
Careers,7,Did this interview change your thoughts about this career?,,,
Careers,7,"If you entered this career, what aspects would you find enjoyable and why? What aspects of the job would you find challenging and why?",,,
Careers,7,How can your interests be used to lead you to a meaningful career?,,,
Other,8,What are you post secondary plans?,,,
Other,8,What branch of the military?,,,
Other,9,What are you post secondary plans?,,,
Other,9,What branch of the military?,,,
Other,8,What are your post-secondary plans?,,,
Other,8,What college are you attending?,,,
Other,8,What branch of the military?,,,
Other,9,What are your post secondary plans?,,,
Other,9,What branch of the military?,,,
Careers,9,What are your post secondary plans?,,,
Careers,9,What college are you attending?,,,
Careers,9,What branch of the military?,,,
Other,8,What are your post-secondary plans?,,,
Other,8,What college are you attending?,,,
Other,8,What branch of the military?,,,
Social-emotional learning,8,What are your post secondary plans?,,,
Social-emotional learning,8,What college are you attending?,,,
Social-emotional learning,8,What branch of the military?,,,
Careers,9,"What are your top 3 Career Clusters? (This is the CLUSTER, not the specific careers)",,,
Careers,9,"After selecting a cluster you're interested in, what are three careers you think you might be interested in? ",,,
Careers,9,What kind of education do you need to attain for Career 1?,,,
Careers,9,What kind of education do you need to attain for Career 2?,,,
Careers,9,What kind of education do you need to attain for Career 3?,,,
Careers,9,List two classes you'd like to take in high school that would help you reach your career goals ,,,
Careers,14,"What are your top 3 Career Clusters? (This is the CLUSTER, not the specific careers)",,,
Careers,14,"After selecting a cluster you're interested in, what are three careers you think you might be interested in? ",,,
Careers,14,What kind of education do you need to attain for Career 1?,,,
Careers,14,What kind of education do you need to attain for Career 2?,,,
Careers,14,What kind of education do you need to attain for Career 3?,,,
Careers,14,List two classes you'd like to take in high school that would help you reach your career goals ,,,
College,11,Do you have any career clusters in mind?,,,
College,11,Which two career clusters most closely relate to your future goals?,,,
College,12,Do you have any career clusters in mind?,,,
College,12,Which two career clusters most closely relate to your future goals?,,,
College,9,Vote for the upcoming KING,,,
College,9,Vote for upcoming Queen,,,
College,10,Vote for the upcoming KING,,,
College,10,Vote for upcoming Queen,,,
College,11,Vote for the upcoming KING,,,
College,11,Vote for upcoming Queen,,,
College,12,Vote for the upcoming KING,,,
College,12,Vote for upcoming Queen,,,
College,12,Which fly-in or virtual fly-in program are you planning to apply to?,,,
College,12,What materials do you need from your college counselors to apply?,,,
College,12,"The program you are applying to has either an in-person option, or is offered entirely in person.  Please verify that you have talked with your family about traveling.  Your family needs to be willing to support your travel, and need to be aware of the health risks of traveling in current conditions.",,,
College,12,Which fly-in or virtual fly-in program are you planning to apply to?,,,
College,12,What materials do you need from your college counselors to apply?,,,
College,12,"The program you are applying to has either an in-person option, or is offered entirely in person.  Please verify that you have talked with your family about traveling.  Your family needs to be willing to support your travel, and need to be aware of the health risks of traveling in current conditions.",,,
College,12,What is your first name? ,,,
College,12,What is your last name? ,,,
College,12,Which YES Prep campus do you attend? ,,,
College,12,"Currently, what is your first choice after college? ",,,
College,12,What are some obstacles/ barriers that could keep you from going to college? Check all that apply. ,,,
College,12,"What are your top 3 college choices. Please enter them and separate with a comma. 
Enter the full college name. For example University of Houston, not  UH. If you do not have 3 top college choices, that is fine. ",,,
College,12,"What technical or career prep program are you interested in? 
Possible answers could include: welding, cosmetology, firefighting, etc...",,,
College,12,Which branch of the military are you interested in? ,,,
College,12,Have you taken the ASVAB? (Armed Services Vocational Aptitude Battery),,,
College,12,What best describes your plan to work full-time after high school graduation? ,,,
College,12,What support do you need from the College Initiatives team? ,,,
College,12,Please list all colleges to which you have applied.,,,
College,12,"Currently, what is your first choice plan after high school?",,,
College,12,Which two career clusters most closely relate to your future goals?,,,
College,12,Please list all scholarships to which you have applied.,,,
College,12,What is your first name? ,,,
College,12,What is your last name? ,,,
College,12,Which YES Prep campus do you attend? ,,,
College,12,"Currently, what is your first choice after college? ",,,
College,12,What are some obstacles/ barriers that could keep you from going to college? Check all that apply. ,,,
College,12,"What are your top 3 college choices. Please enter them and separate with a comma. 
Enter the full college name. For example University of Houston, not  UH. If you do not have 3 top college choices, that is fine. ",,,
College,12,"What technical or career prep program are you interested in? 
Possible answers could include: welding, cosmetology, firefighting, etc...",,,
College,12,Which branch of the military are you interested in? ,,,
College,12,Have you taken the ASVAB? (Armed Services Vocational Aptitude Battery),,,
College,12,What best describes your plan to work full-time after high school graduation? ,,,
College,12,What support do you need from the College Initiatives team? ,,,
Exit,12,I have scholarships and/or grants to report including both college specific and community/outside scholarships.,,,
Exit,12,"Please enter the total number of ALL scholarships and/or grant awards to report. (If you have no scholarships or grant awards to report, enter 0).",,,
Exit,12,"Please enter All scholarships and/or grant awards by the scholarship name, the college/university or organization who offered it and the dollar amount. (If you have no scholarships and/or grant awards to report, enter NONE in the first box.)",,,
Exit,12,Were any of your college scholarships and/or grant awards offered renewable for more than 1 year?,,,
Exit,12,"If yes, please list ALL scholarships and/or grant awards offered that are renewable X number of years = total dollar amount.  (If no, enter NONE in the first box).",,,
Exit,12,"Please list ALL scholarships and/or grant awards that you have accepted. (If you have not accepted any scholarships and/or grant awards, please enter NONE in the first box).",,,
Exit,12,"If you have any additional awards or recognitions (monetary or nonmonetary) that you would like to share, please do so below.",,,
College,11,What would you want the college admissions office to know about your student that they would not be able to gain exclusively from school records and the college application?,,,
College,11,What do you consider the outstanding accomplishments of your student during the past three or four years? Why did you select these as most important?,,,
College,11,In which areas have you witnessed the most development in your student during high school?,,,
College,11,Please describe any significant events that have occurred over the years that may have affected your student's performance in high school.,,,
College,11,"If you had to describe your student choosing 2-3 adjectives, which ones would you choose, and why would you choose them?",,,
College,11,What are your student's significant personality and character traits? Give an example and relate a personal anecdote to illustrate these traits.,,,
College,11,"Describe one or two major events that you see as turning points in your student's development, and explain why you view them as such.",,,
College,11,Share what you consider to be your student's major strengths as an emerging young adult and college candidate.,,,
College,11,Please provide any additional information that you would like to share regarding your student that you feel may be relevant to the college application process.,,,
College,12,What would you want the college admissions office to know about your student that they would not be able to gain exclusively from school records and the college application?,,,
College,12,What do you consider the outstanding accomplishments of your student during the past three or four years? Why did you select these as most important?,,,
College,12,In which areas have you witnessed the most development in your student during high school?,,,
College,12,Please describe any significant events that have occurred over the years that may have affected your student's performance in high school.,,,
College,12,"If you had to describe your student choosing 2-3 adjectives, which ones would you choose, and why would you choose them?",,,
College,12,What are your student's significant personality and character traits? Give an example and relate a personal anecdote to illustrate these traits.,,,
College,12,"Describe one or two major events that you see as turning points in your student's development, and explain why you view them as such.",,,
College,12,Share what you consider to be your student's major strengths as an emerging young adult and college candidate.,,,
College,12,Please provide any additional information that you would like to share regarding your student that you feel may be relevant to the college application process.,,,
Exit,13,I have scholarships and/or grants to report including both college specific and community/outside scholarships.,,,
Exit,13,first scholarship name,,,
Exit,13,I have scholarships and/or grants to report including both college specific and community/outside scholarships.,,,
Exit,13,first scholarship name,,,
Exit,12,What are your plans after graduation? (Check all that apply).,,,
Exit,12,"If you will be attending a Technical/Trade School or a Transition Program, please provide the name of the school below or Does not apply to me"".""",,,
Exit,12,"If you will be serving in the Military/Armed Forces, please check all that apply.",,,
Exit,12,How many colleges/universities did you apply to?,,,
Exit,12,"If you are planning on attending Community College next year, what is your goal?",,,
Exit,12,"If you will be attending a Community College, please provide the name of the college below or Does not apply to me"".""",,,
Exit,12,"If you will be attending Community College, did you apply for the Promise"" First Year Experience? (Palomar Promise", San Diego Promise," California Promise).""",
Exit,12,"If you are attending college, did you fill out the FAFSA (Free Application for Federal Student Aid)?",,,
Exit,12,"If you will be attending a two or four year college or university, please indicate below your intended major, undecided or Does not apply to me"".""",,,
Exit,12,Please list all colleges to which you have applied.,,,
Exit,12,"(If you are attending college): What factors were strongest in your selection of the college you are attending? On a scale of 1-5, with 5 as the most important, and 1 as the least important.",,,
Exit,12,What would you recommend to future Nighthawks as they complete the college/career research and application process? (Check all that apply).,,,
Exit,12,"If you applied for scholarships, Please check each resource you utilized.",,,
Exit,12,"If you could start the college application process all over, what would you do differently?",,,
Exit,12,Please indicate which of the following Counseling Department presentations/workshops you feel were helpful to you: (Check all that apply).,,,
Exit,12,"During your  time at DNHS, What type of Counseling Department services where beneficial to you? (Check all that apply).",,,
Exit,12,Were there any courses that you would have liked to have taken at Del Norte High School that were not offered?,,,
Exit,12,"If you could go through high school all over again, what would you do differently?",,,
Exit,12,"Please list any community based awards or scholarships, internships, summer programs that you earned or participated in during high school. (ex. Scouts, Eagle, Gold Award, JROTC, MAPS, Pathmaker, Northrup Grumman, RYLA, etc.) Please indicate none"" if this question does not apply to you. """,,,
Exit,12,"Next year, would you be willing to be contacted by a current Del Norte High School student who is interested in attending the college you will be attending?",,,
Exit,12,"If you answered yes to the above question, please list your contact information.",,,
College,11,"List the two teachers who will fill out your Teacher Input Forms""- (This should be teachers who are not already writing a letter of recommendation for you).""",,,
College,11,"If you have taken any courses outside of DNHS that are not listed on your transcript, please list them below.  Please include the course titles, grades, dates and location taken.  You may also list any outside enrichment, summer programs or internships that you have participated in during high school.  If none, then please list none.",,,
College,11,"At this time, have you decided upon a college major? If so, please list it, and why you selected it?",,,
College,11,"Do you have a career goal in mind yet? If so, what is it, and why does it appeal to you?",,,
College,11,What aspects of college are you most looking forward to?,,,
College,11,Do you feel that your high school academic record reflects your true ability and potential for success in college?  Please elaborate why or why not?,,,
College,11,Please list three adjectives that best describe you.  Explain why you chose them?,,,
College,11,Describe a significant obstacle or circumstance you have faced and the skills you used to deal with it. Be sure to include what you learned about yourself and others as a result of this challenge.,,,
College,11,What have you found most rewarding about high school?,,,
College,11,How do you usually spend your summers?,,,
College,11,"From your resume or activities list in the past three years, which accomplishments are you most proud of and why?",,,
College,11,Have you demonstrated leadership or taken on a leadership role in any of your academic or extracurricular activities during your time in high school? How has your leadership impacted others around you? Has your leadership resulted in a making any changes in someone's life either at school or in the community?,,,
College,11,"If you had a personal motto to live by, what would it be and why?",,,
College,11,Describe the best advice you have ever received and how it relates to you.,,,
College,11,Explain something about yourself that others might not know.,,,
College,12,"List the two teachers who will fill out your Teacher Input Forms""- (This should be teachers who are not already writing a letter of recommendation for you).""",,,
College,12,"If you have taken any courses outside of DNHS that are not listed on your transcript, please list them below.  Please include the course titles, grades, dates and location taken.  You may also list any outside enrichment, summer programs or internships that you have participated in during high school.  If none, then please list none.",,,
College,12,"At this time, have you decided upon a college major? If so, please list it, and why you selected it?",,,
College,12,"Do you have a career goal in mind yet? If so, what is it, and why does it appeal to you?",,,
College,12,What aspects of college are you most looking forward to?,,,
College,12,Do you feel that your high school academic record reflects your true ability and potential for success in college?  Please elaborate why or why not?,,,
College,12,Please list three adjectives that best describe you.  Explain why you chose them?,,,
College,12,Describe a significant obstacle or circumstance you have faced and the skills you used to deal with it. Be sure to include what you learned about yourself and others as a result of this challenge.,,,
College,12,What have you found most rewarding about high school?,,,
College,12,How do you usually spend your summers?,,,
College,12,"From your resume or activities list in the past three years, which accomplishments are you most proud of and why?",,,
College,12,Have you demonstrated leadership or taken on a leadership role in any of your academic or extracurricular activities during your time in high school? How has your leadership impacted others around you? Has your leadership resulted in a making any changes in someone's life either at school or in the community?,,,
College,12,"If you had a personal motto to live by, what would it be and why?",,,
College,12,Describe the best advice you have ever received and how it relates to you.,,,
College,12,Explain something about yourself that others might not know.,,,
Exit,12,I have scholarships and/or grants to report including both college specific and community/outside scholarships.,,,
Exit,12,"Please enter the total number of ALL scholarships and/or grant awards to report. (If you have no scholarships or grant awards to report, enter 0).",,,
Exit,12,"Please enter All scholarships and/or grant awards by the scholarship name, the college/university or organization who offered it and the dollar amount. (If you have no scholarships and/or grant awards to report, enter NONE in the first box.)",,,
Exit,12,Were any of your college scholarships and/or grant awards offered renewable for more than 1 year?,,,
Exit,12,"If yes, please list ALL scholarships and/or grant awards offered that are renewable X number of years = total dollar amount.  (If no, enter NONE in the first box).",,,
Exit,12,"Please list ALL scholarships and/or grant awards that you have accepted. (If you have not accepted any scholarships and/or grant awards, please enter NONE in the first box).",,,
Exit,12,"If you have any additional awards or recognitions (monetary or nonmonetary) that you would like to share, please do so below.",,,
Careers,10,What is the first career you chose to research? ,,,
Careers,10,"Describe the duties and responsibilities for your first career choice (found in the What They Do"" section). """,,,
Careers,10,What is the annual wage in Michigan for your first career choice? (use the map),,,
Careers,10,"Using your first career choice, what is the typical level of education that most workers need to enter this occupation? ",,,
Careers,10,"Explain the important qualities for your first career choice (found in the Related Holland Traits"" area). """,,,
Careers,10,List four similar careers related to your first career choice. ,,,
Careers,10,What is the second career you chose to research? ,,,
Careers,10,"Describe the duties and responsibilities for your second career choice (found in the What They Do"" section). """,,,
Careers,10,What is the annual wage in Michigan for your second career choice? (use the map),,,
Careers,10,"Using your second career choice, what is the typical level of education that most workers need to enter this occupation? ",,,
Careers,10,"Explain the important qualities for your second career choice (found in the Related Holland Traits"" area). """,,,
Careers,10,List four similar careers related to your second career choice. ,,,
Careers,11,What is the first career you chose to research? ,,,
Careers,11,"Describe the duties and responsibilities for your first career choice (found in the What They Do"" section). """,,,
Careers,11,What is the annual wage in Michigan for your first career choice? (use the map),,,
Careers,11,"Using your first career choice, what is the typical level of education that most workers need to enter this occupation? ",,,
Careers,11,"Explain the important qualities for your first career choice (found in the Related Holland Traits"" area). """,,,
Careers,11,List four similar careers related to your first career choice. ,,,
Careers,11,What is the second career you chose to research? ,,,
Careers,11,"Describe the duties and responsibilities for your second career choice (found in the What They Do"" section). """,,,
Careers,11,What is the annual wage in Michigan for your second career choice? (use the map),,,
Careers,11,"Using your second career choice, what is the typical level of education that most workers need to enter this occupation? ",,,
Careers,11,"Explain the important qualities for your second career choice (found in the Related Holland Traits"" area). """,,,
Careers,11,List four similar careers related to your second career choice. ,,,
Other,11,"As of now, what is your plan for after high school?",,,
Other,11,"Did either one of your parents earn a certificate, credential, or a degree from a 2-year school, 4-year school, trade school or certificate program?",,,
Careers,9,Have you completed the AchieveWorks Skills Assessment?,,,
Careers,9,What was your highest rated skill? (The skills are listed in order of highest to lowest),,,
Careers,9,What skill facets do you need to focus on most? (Those that are in red) ,,,
Careers,9,"Under Develop Your Skills, choose one of the skills you need to work on. What are 2 things you can do to improve this skill?",,,
Careers,9,What is one career of interest to you that was suggested based on your skills?,,,
Careers,10,What is your personality type (the four letters you were given at the end of the Personality assessment)?,,,
Careers,10,How accurate is this personality type in describing you? Why and/or why not?,,,
Careers,10,"From the links provided, which famous or fictional character did you compare your personality type with?",,,
Careers,10,Examine the recommended careers found in your assessment results and favorite at least one of the recommended careers.  Which career(s) did you favorite?,,,
Careers,11,What is your personality type (the four letters you were given at the end of the Personality assessment)?,,,
Careers,11,How accurate is this personality type in describing you? Why and/or why not?,,,
Careers,11,"From the links provided, which famous or fictional character did you compare your personality type with?",,,
Careers,11,Examine the recommended careers found in your assessment results and favorite at least one of the recommended careers.  Which career(s) did you favorite?,,,
Careers,12,What is your personality type (the four letters you were given at the end of the Personality assessment)?,,,
Careers,12,How accurate is this personality type in describing you? Why and/or why not?,,,
Careers,12,"From the links provided, which famous or fictional character did you compare your personality type with?",,,
Careers,12,Examine the recommended careers found in your assessment results and favorite at least one of the recommended careers.  Which career(s) did you favorite?,,,
Careers,9,"List the top 4 career clusters your survey returned. If your survey did not yield 4 results, look over the list of clusters and select ones that look interesting to you.",,,
Careers,9,Choose one of your top clusters and give a short description of the cluster.,,,
Careers,9,Name one related pathway found in this cluster.,,,
Careers,9,Summarize the employment demand for this career cluster. Will there be a high demand or a low demand?,,,
Careers,9,Choose one of the related occupations.  Name the occupation and describe the level of education necessary for the occupation.,,,
Careers,9,Examine the recommended plan of study for this career cluster.  Identify 4 high school classes that would be beneficial to take if wanting to pursue a career in this area.,,,
Careers,8,Please select the Career Cluster option of your choice.,,,
Careers,9,Please select the Career Cluster option of your choice.,,,
Careers,10,Please select the Career Cluster option of your choice.,,,
Careers,11,Please select the Career Cluster option of your choice.,,,
Careers,12,Please select the Career Cluster option of your choice.,,,
Other,9,Please select all of the AP exams for which you/your student is enrolled in the class and PLANS on taking the exam. ,,,
Other,9,Please select all of the AP exams for which you/your student is enrolled in the class and DOES NOT PLAN on taking the exam. ,,,
Other,10,Please select all of the AP exams for which you/your student is enrolled in the class and PLANS on taking the exam. ,,,
Other,10,Please select all of the AP exams for which you/your student is enrolled in the class and DOES NOT PLAN on taking the exam. ,,,
Other,11,Please select all of the AP exams for which you/your student is enrolled in the class and PLANS on taking the exam. ,,,
Other,11,Please select all of the AP exams for which you/your student is enrolled in the class and DOES NOT PLAN on taking the exam. ,,,
Other,12,Please select all of the AP exams for which you/your student is enrolled in the class and PLANS on taking the exam. ,,,
Other,12,Please select all of the AP exams for which you/your student is enrolled in the class and DOES NOT PLAN on taking the exam. ,,,
Careers,9,What is your top career cluster?,,,
Careers,9,What is you second highest career cluster?,,,
Careers,9,What is your third highest career cluster?,,,
Careers,9,"Within these career clusters, what is one of the careers that interests you?",,,
Careers,9,"Within this career, what are some majors related to the field?",,,
Careers,9,"Out of the three clusters, does one match the career cluster you starred previously on the green form?",,,
Careers,9,"Based on the Career Cluster you chose, which Career Path encompasses your Career Cluster?",,,
Careers,9,What Career Cluster do you feel is most suiting for you?,,,
Careers,10,What is your top career cluster?,,,
Careers,10,What is you second highest career cluster?,,,
Careers,10,What is your third highest career cluster?,,,
Careers,10,"Within these career clusters, what is one of the careers that interests you?",,,
Careers,10,"Within this career, what are some majors related to the field?",,,
Careers,10,"Out of the three clusters, does one match the career cluster you starred previously on the green form?",,,
Careers,10,"Based on the Career Cluster you chose, which Career Path encompasses your Career Cluster?",,,
Careers,10,What Career Cluster do you feel is most suiting for you?,,,
Careers,11,What is your top career cluster?,,,
Careers,11,What is you second highest career cluster?,,,
Careers,11,What is your third highest career cluster?,,,
Careers,11,"Within these career clusters, what is one of the careers that interests you?",,,
Careers,11,"Within this career, what are some majors related to the field?",,,
Careers,11,"Out of the three clusters, does one match the career cluster you starred previously on the green form?",,,
Careers,11,"Based on the Career Cluster you chose, which Career Path encompasses your Career Cluster?",,,
Careers,11,What Career Cluster do you feel is most suiting for you?,,,
Careers,12,What is your top career cluster?,,,
Careers,12,What is you second highest career cluster?,,,
Careers,12,What is your third highest career cluster?,,,
Careers,12,"Within these career clusters, what is one of the careers that interests you?",,,
Careers,12,"Within this career, what are some majors related to the field?",,,
Careers,12,"Out of the three clusters, does one match the career cluster you starred previously on the green form?",,,
Careers,12,"Based on the Career Cluster you chose, which Career Path encompasses your Career Cluster?",,,
Careers,12,What Career Cluster do you feel is most suiting for you?,,,
College,11,What are your intended major and/or goals for the future?,,,
College,11,"Are there any outside circumstances, which have interfered with your academic performance?",,,
College,11,"Is your academic record an accurate measure of your ability and potential? If not, what do you hope to change in the future?",,,
College,11,What would you especially want me to address in my recommendation for you?,,,
College,11,Have you grown or changed during your high school years?,,,
College,11,"Describe who you are within your family, (i.e. oldest of three children who lives with both parents etc)",,,
College,11,What three adjectives would your best friend use to describe you and why?,,,
College,11,What unique or special qualities do you feel you can bring to a college or college community?,,,
College,11,"What is the hardest thing about school for you?
",,,
College,11,"List some activities such as athletics, music, clubs or community service that have had a significant impact on you during high school. List what years during high school you have been involved in them. Comment on the impact.",,,
College,11,"What activities have the most meaning to you? Why?
",,,
College,11,"Have you earned any distinctions in school or out of school? If yes, please describe.",,,
College,11,"Have you had, or do you hold a job? If yes, what are you job duties/responsibilites?",,,
College,11,Are you a first generation student (neither parent has received a four year college degree)?,,,
College,12,What are your intended major and/or goals for the future?,,,
College,12,"Are there any outside circumstances, which have interfered with your academic performance?",,,
College,12,"Is your academic record an accurate measure of your ability and potential? If not, what do you hope to change in the future?",,,
College,12,What would you especially want me to address in my recommendation for you?,,,
College,12,Have you grown or changed during your high school years?,,,
College,12,"Describe who you are within your family, (i.e. oldest of three children who lives with both parents etc)",,,
College,12,What three adjectives would your best friend use to describe you and why?,,,
College,12,What unique or special qualities do you feel you can bring to a college or college community?,,,
College,12,"What is the hardest thing about school for you?
",,,
College,12,"List some activities such as athletics, music, clubs or community service that have had a significant impact on you during high school. List what years during high school you have been involved in them. Comment on the impact.",,,
College,12,"What activities have the most meaning to you? Why?
",,,
College,12,"Have you earned any distinctions in school or out of school? If yes, please describe.",,,
College,12,"Have you had, or do you hold a job? If yes, what are you job duties/responsibilites?",,,
College,12,Are you a first generation student (neither parent has received a four year college degree)?,,,
Other,7,What is Naviance used for?,,,
Other,7,What are career clusters?,,,
Other,7,Do you need to attend college in order to get a good job?,,,
Other,7,"I can't go to college if I don't know what I want to do for a career"" is an example of a:""",,,
Other,7,What things can you do to make a study plan?,,,
Other,7,Which of the following is a good example of an academic goal?,,,
Other,7,What is the art of doing things over and over to build confidence?,,,
Other,7,What is an example of acting responsibly?,,,
Other,7,Successful study habits include:,,,
Other,7,What part of goal setting describes choosing a date for goal completion?,,,
Other,7,Prioritizing your school activities and assignments is:,,,
Other,7,Which of the following is a good reason to visit a college website?,,,
Other,7,How can you make a plan to organize your money responsibly?,,,
Other,7,Who can be part of a school support network?,,,
Other,7,How often should you take time to study in middle school?,,,
Other,7,Colleges want to see that you are:,,,
Other,7,What is a good way to save money?,,,
Other,7,What skills can you develop to feel sure about yourself?,,,
Other,7,Why should you know your strengths?,,,
Other,7,What is a way that a support network can help you?,,,
Other,7,Which one of the following best describes thinking positive after you feel down about a class?,,,
Other,7,Prioritizing your activities and assignments is a good:,,,
Other,7,What is true about colleges?,,,
Careers,9,Which two career clusters most closely relate to your future goals?,,,
Careers,9,Please list all scholarships to which you have applied.,,,
Careers,10,Which two career clusters most closely relate to your future goals?,,,
Careers,10,Please list all scholarships to which you have applied.,,,
Careers,11,Which two career clusters most closely relate to your future goals?,,,
Careers,11,Please list all scholarships to which you have applied.,,,
Careers,12,Which two career clusters most closely relate to your future goals?,,,
Careers,12,Please list all scholarships to which you have applied.,,,
Social-emotional learning,10,What is your first-choice path after high school?,,,
Social-emotional learning,10,Please list all colleges to which you have applied.,,,
Social-emotional learning,10,Which two career clusters most closely relate to your future goals?,,,
Social-emotional learning,10,Please list all scholarships to which you have applied.,,,
Social-emotional learning,11,What is your first-choice path after high school?,,,
Social-emotional learning,11,Please list all colleges to which you have applied.,,,
Social-emotional learning,11,Which two career clusters most closely relate to your future goals?,,,
Social-emotional learning,11,Please list all scholarships to which you have applied.,,,
Social-emotional learning,12,What is your first-choice path after high school?,,,
Social-emotional learning,12,Please list all colleges to which you have applied.,,,
Social-emotional learning,12,Which two career clusters most closely relate to your future goals?,,,
Social-emotional learning,12,Please list all scholarships to which you have applied.,,,
Careers,7,Which leader did you choose to learn about?,,,
Careers,7,Why did you choose this interview?,,,
Careers,7,Identify one thing you learned from this leader's educational or career path.,,,
Careers,7,"Did this interview confirm thoughts you had about this career path, or have your thoughts changed? Why?",,,
Careers,8,Which leader did you choose to learn about?,,,
Careers,8,Why did you choose this interview?,,,
